Test_Cell_ID,Lifecycle_Stage,Cycle_Number,State_of_Health_SOH,Series_Resist_R0_Ohm,Charge_Transfer_R1_Ohm,Double_Layer_Cap_C1_Farad,Time_Constant_Tau_Sec,System_Pole_sP_rad_s,System_Zero_sZ_rad_s,Steady_State_DC_Gain_Ohm,Pole_Distance_to_Instability_rad_s
2017-06-30_cell_23,Mid Life,235,0.9624,0.0173,0.01989,382.2,7.6008,-0.13157,-0.28276,0.03719,0.13157
2017-06-30_cell_23,Mid Life,240,0.9614,0.01733,0.01995,381.64,7.6138,-0.13134,-0.28258,0.03728,0.13134
2017-06-30_cell_23,Mid Life,245,0.9603,0.01735,0.02001,381.08,7.6269,-0.13111,-0.2824,0.03736,0.13111
2017-06-30_cell_23,Mid Life,250,0.9593,0.01736,0.02007,380.62,7.6384,-0.13092,-0.28224,0.03743,0.13092
2017-06-30_cell_23,Mid Life,255,0.9582,0.01738,0.02013,380.03,7.6518,-0.13069,-0.28205,0.03752,0.13069
2017-06-30_cell_23,Mid Life,260,0.9571,0.0174,0.02019,379.54,7.6638,-0.13048,-0.28189,0.03759,0.13048
2017-06-30_cell_23,Mid Life,265,0.956,0.01742,0.02025,379.01,7.6763,-0.13027,-0.28172,0.03767,0.13027
2017-06-30_cell_23,Mid Life,270,0.955,0.01744,0.02032,378.44,7.6892,-0.13005,-0.28155,0.03776,0.13005
2017-06-30_cell_23,Mid Life,275,0.9539,0.01746,0.02038,377.94,7.7013,-0.12985,-0.28139,0.03784,0.12985
2017-06-30_cell_23,Mid Life,280,0.9528,0.01748,0.02044,377.37,7.7142,-0.12963,-0.28122,0.03792,0.12963
2017-06-30_cell_23,Mid Life,285,0.9517,0.0175,0.0205,376.85,7.7263,-0.12943,-0.28106,0.038,0.12943
2017-06-30_cell_23,Mid Life,290,0.9506,0.01753,0.02058,376.14,7.7409,-0.12918,-0.28087,0.03811,0.12918
2017-06-30_cell_23,Mid Life,295,0.9495,0.01754,0.02064,375.68,7.7523,-0.12899,-0.28073,0.03818,0.12899
2017-06-30_cell_23,Mid Life,300,0.9484,0.01756,0.0207,375.16,7.7644,-0.12879,-0.28058,0.03826,0.12879
2017-06-30_cell_23,Mid Life,305,0.9472,0.01758,0.02077,374.55,7.7775,-0.12858,-0.28041,0.03835,0.12858
2017-06-30_cell_23,Mid Life,310,0.9461,0.0176,0.02083,374.0,7.7899,-0.12837,-0.28026,0.03843,0.12837
2017-06-30_cell_23,Mid Life,315,0.945,0.01762,0.02089,373.44,7.8023,-0.12817,-0.28011,0.03852,0.12817
2017-06-30_cell_23,Mid Life,320,0.9438,0.01765,0.02096,372.82,7.8154,-0.12795,-0.27995,0.03861,0.12795
2017-06-30_cell_23,Mid Life,325,0.9427,0.01767,0.02103,372.24,7.828,-0.12775,-0.27979,0.0387,0.12775
2017-06-30_cell_23,Mid Life,330,0.9415,0.01769,0.02109,371.74,7.8396,-0.12756,-0.27966,0.03878,0.12756
2017-06-30_cell_23,Mid Life,335,0.9404,0.01771,0.02116,371.16,7.8521,-0.12735,-0.27951,0.03886,0.12735
2017-06-30_cell_23,Mid Life,340,0.9392,0.01773,0.02122,370.56,7.8647,-0.12715,-0.27936,0.03895,0.12715
2017-06-30_cell_23,Mid Life,345,0.9381,0.01775,0.02128,370.11,7.8757,-0.12697,-0.27923,0.03902,0.12697
2017-06-30_cell_23,Mid Life,350,0.9369,0.01777,0.02135,369.47,7.8887,-0.12676,-0.27909,0.03912,0.12676
2017-06-30_cell_23,Mid Life,355,0.9357,0.0178,0.02144,368.7,7.9031,-0.12653,-0.27892,0.03923,0.12653
2017-06-30_cell_23,Mid Life,360,0.9345,0.01782,0.0215,368.09,7.9157,-0.12633,-0.27879,0.03932,0.12633
2017-06-30_cell_23,Mid Life,365,0.9334,0.01784,0.02156,367.62,7.9266,-0.12616,-0.27866,0.0394,0.12616
2017-06-30_cell_23,Mid Life,370,0.9322,0.01786,0.02164,366.97,7.9395,-0.12595,-0.27852,0.0395,0.12595
2017-06-30_cell_23,Mid Life,375,0.931,0.01788,0.0217,366.39,7.9516,-0.12576,-0.2784,0.03958,0.12576
2017-06-30_cell_23,Mid Life,380,0.9298,0.01791,0.02179,365.59,7.9659,-0.12554,-0.27825,0.0397,0.12554
2017-06-30_cell_23,Mid Life,385,0.9286,0.01793,0.02185,365.12,7.9766,-0.12537,-0.27813,0.03977,0.12537
2017-06-30_cell_23,Mid Life,390,0.9274,0.01795,0.02191,364.61,7.9878,-0.12519,-0.27802,0.03985,0.12519
2017-06-30_cell_23,Mid Life,395,0.9261,0.01797,0.02197,364.06,7.9993,-0.12501,-0.2779,0.03994,0.12501
2017-06-30_cell_23,Mid Life,400,0.9249,0.01799,0.02204,363.5,8.0109,-0.12483,-0.27778,0.04002,0.12483
2017-06-30_cell_23,Mid Life,405,0.9237,0.01801,0.02212,362.75,8.0243,-0.12462,-0.27765,0.04013,0.12462
2017-06-30_cell_23,Mid Life,410,0.9225,0.01803,0.02218,362.21,8.0355,-0.12445,-0.27754,0.04022,0.12445
2017-06-30_cell_23,Mid Life,415,0.9213,0.01805,0.02225,361.65,8.047,-0.12427,-0.27743,0.0403,0.12427
2017-06-30_cell_23,Mid Life,420,0.92,0.01808,0.02233,360.97,8.0595,-0.12408,-0.27731,0.04041,0.12408
2017-06-30_cell_23,Mid Life,425,0.9188,0.0181,0.0224,360.38,8.071,-0.1239,-0.27721,0.0405,0.1239
2017-06-30_cell_23,Mid Life,430,0.9175,0.01813,0.02249,359.53,8.0849,-0.12369,-0.27708,0.04062,0.12369
2017-06-30_cell_23,Mid Life,435,0.9163,0.01815,0.02255,358.97,8.0961,-0.12352,-0.27698,0.04071,0.12352
2017-06-30_cell_23,Mid Life,440,0.915,0.01817,0.02262,358.42,8.1071,-0.12335,-0.27688,0.04079,0.12335
2017-06-30_cell_23,Mid Life,445,0.9138,0.0182,0.0227,357.66,8.1199,-0.12315,-0.27677,0.0409,0.12315
2017-06-30_cell_23,Mid Life,450,0.9125,0.01822,0.02276,357.15,8.1304,-0.12299,-0.27668,0.04098,0.12299
2017-06-30_cell_23,Mid Life,455,0.9112,0.01824,0.02283,356.6,8.1412,-0.12283,-0.27659,0.04107,0.12283
2017-06-30_cell_23,Mid Life,460,0.91,0.01827,0.02292,355.75,8.1546,-0.12263,-0.27649,0.04119,0.12263
2017-06-30_cell_23,Mid Life,465,0.9087,0.01829,0.02299,355.19,8.1653,-0.12247,-0.2764,0.04128,0.12247
2017-06-30_cell_23,Mid Life,470,0.9074,0.01831,0.02305,354.7,8.1754,-0.12232,-0.27632,0.04136,0.12232
2017-06-30_cell_23,Mid Life,475,0.9061,0.01833,0.02313,353.98,8.1874,-0.12214,-0.27623,0.04146,0.12214
2017-06-30_cell_23,Mid Life,480,0.9049,0.01835,0.0232,353.4,8.1982,-0.12198,-0.27614,0.04155,0.12198
2017-06-30_cell_23,Mid Life,485,0.9036,0.01838,0.02327,352.8,8.209,-0.12182,-0.27606,0.04164,0.12182
2017-06-30_cell_23,Mid Life,490,0.9023,0.01841,0.02336,351.93,8.2219,-0.12163,-0.27598,0.04177,0.12163
2017-06-30_cell_23,Mid Life,495,0.901,0.01844,0.02345,351.18,8.2337,-0.12145,-0.2759,0.04188,0.12145
2017-06-30_cell_23,Mid Life,500,0.8997,0.01845,0.02349,350.86,8.2422,-0.12133,-0.27583,0.04194,0.12133
2017-06-30_cell_23,Mid Life,505,0.8984,0.01848,0.02358,350.0,8.2546,-0.12114,-0.27576,0.04206,0.12114
2017-06-30_cell_23,Mid Life,510,0.897,0.0185,0.02365,349.47,8.2646,-0.121,-0.27569,0.04215,0.121
2017-06-30_cell_23,Mid Life,515,0.8957,0.01852,0.02373,348.8,8.2756,-0.12084,-0.27562,0.04225,0.12084
2017-06-30_cell_23,Mid Life,520,0.8944,0.01855,0.0238,348.15,8.2862,-0.12068,-0.27556,0.04235,0.12068
2017-06-30_cell_23,Mid Life,525,0.8931,0.01857,0.02387,347.52,8.2967,-0.12053,-0.27549,0.04244,0.12053
2017-06-30_cell_23,Mid Life,530,0.8918,0.0186,0.02396,346.75,8.308,-0.12037,-0.27543,0.04256,0.12037
2017-06-30_cell_23,Mid Life,535,0.8904,0.01862,0.02403,346.18,8.3179,-0.12022,-0.27538,0.04265,0.12022
2017-06-30_cell_23,Mid Life,540,0.8891,0.01865,0.02411,345.39,8.3292,-0.12006,-0.27532,0.04276,0.12006
2017-06-30_cell_23,Mid Life,545,0.8878,0.01867,0.02419,344.76,8.3393,-0.11991,-0.27527,0.04286,0.11991
2017-06-30_cell_23,Mid Life,550,0.8864,0.01869,0.02426,344.11,8.3495,-0.11977,-0.27522,0.04296,0.11977
2017-06-30_cell_23,Mid Life,555,0.8851,0.01872,0.02433,343.51,8.3593,-0.11963,-0.27517,0.04305,0.11963
2017-06-30_cell_23,Mid Life,560,0.8837,0.01874,0.02442,342.8,8.3697,-0.11948,-0.27513,0.04316,0.11948
2017-06-30_cell_23,Mid Life,565,0.8824,0.01877,0.02451,341.97,8.3807,-0.11932,-0.2751,0.04328,0.11932
2017-06-30_cell_23,Mid Life,570,0.881,0.0188,0.02458,341.32,8.3905,-0.11918,-0.27506,0.04338,0.11918
2017-06-30_cell_23,Mid Life,575,0.8797,0.01881,0.02465,340.81,8.3994,-0.11906,-0.27501,0.04346,0.11906
2017-06-30_cell_23,Mid Life,580,0.8783,0.01884,0.02474,340.0,8.41,-0.11891,-0.27499,0.04358,0.11891
2017-06-30_cell_23,Mid Life,585,0.8769,0.01887,0.02482,339.24,8.4202,-0.11876,-0.27496,0.04369,0.11876
2017-06-30_cell_23,Mid Life,590,0.8756,0.01888,0.02487,338.85,8.4283,-0.11865,-0.27492,0.04376,0.11865
2017-06-30_cell_23,Mid Life,595,0.8742,0.01892,0.02498,337.89,8.4393,-0.11849,-0.27491,0.0439,0.11849
2017-06-30_cell_23,Mid Life,600,0.8728,0.01894,0.02504,337.35,8.4481,-0.11837,-0.27488,0.04398,0.11837
2017-06-30_cell_23,Mid Life,605,0.8715,0.01897,0.02514,336.5,8.4582,-0.11823,-0.27487,0.04411,0.11823
2017-06-30_cell_23,Mid Life,610,0.8701,0.01899,0.0252,335.98,8.4668,-0.11811,-0.27484,0.04419,0.11811
2017-06-30_cell_23,Mid Life,615,0.8687,0.01901,0.02527,335.42,8.4754,-0.11799,-0.27482,0.04428,0.11799
2017-06-30_cell_23,Mid Life,620,0.8673,0.01904,0.02535,334.7,8.4847,-0.11786,-0.27481,0.04439,0.11786
2017-06-30_cell_23,Mid Life,625,0.8659,0.01907,0.02545,333.78,8.4947,-0.11772,-0.27482,0.04452,0.11772
2017-06-30_cell_23,Mid Life,630,0.8645,0.0191,0.02553,333.05,8.5038,-0.11759,-0.27482,0.04463,0.11759
2017-06-30_cell_23,Mid Life,635,0.8631,0.01912,0.0256,332.51,8.5121,-0.11748,-0.2748,0.04472,0.11748
2017-06-30_cell_23,Mid Life,640,0.8617,0.01915,0.0257,331.6,8.5217,-0.11735,-0.27482,0.04485,0.11735
2017-06-30_cell_23,Mid Life,645,0.8603,0.01916,0.02575,331.21,8.5292,-0.11724,-0.2748,0.04491,0.11724
2017-06-30_cell_23,Mid Life,650,0.8589,0.0192,0.02585,330.28,8.5386,-0.11711,-0.27482,0.04505,0.11711
2017-06-30_cell_23,Mid Life,655,0.8575,0.01922,0.02592,329.74,8.5466,-0.11701,-0.27482,0.04514,0.11701
2017-06-30_cell_23,Mid Life,660,0.8561,0.01925,0.02601,328.95,8.5553,-0.11689,-0.27484,0.04525,0.11689
2017-06-30_cell_23,Mid Life,665,0.8546,0.01928,0.0261,328.14,8.5639,-0.11677,-0.27486,0.04538,0.11677
2017-06-30_cell_23,Mid Life,670,0.8532,0.0193,0.02617,327.56,8.5718,-0.11666,-0.27487,0.04547,0.11666
2017-06-30_cell_23,Mid Life,675,0.8518,0.01933,0.02626,326.77,8.5801,-0.11655,-0.2749,0.04558,0.11655
2017-06-30_cell_23,End of Life,680,0.8504,0.01936,0.02636,325.85,8.5887,-0.11643,-0.27494,0.04572,0.11643
2017-06-30_cell_23,End of Life,685,0.8489,0.01938,0.02642,325.37,8.596,-0.11633,-0.27494,0.0458,0.11633
2017-06-30_cell_23,End of Life,690,0.8475,0.01941,0.02652,324.44,8.6043,-0.11622,-0.275,0.04593,0.11622
2017-06-30_cell_23,End of Life,695,0.8461,0.01943,0.02658,324.02,8.6114,-0.11613,-0.275,0.046,0.11613
2017-06-30_cell_23,End of Life,700,0.8446,0.01946,0.02668,323.04,8.6195,-0.11602,-0.27507,0.04615,0.11602
2017-06-30_cell_23,End of Life,705,0.8432,0.0195,0.02678,322.17,8.6273,-0.11591,-0.27513,0.04627,0.11591
2017-06-30_cell_23,End of Life,710,0.8417,0.0195,0.02681,322.06,8.6336,-0.11583,-0.27509,0.0463,0.11583
2017-06-30_cell_23,End of Life,715,0.8403,0.01953,0.02691,321.07,8.6414,-0.11572,-0.27517,0.04645,0.11572
2017-06-30_cell_23,End of Life,720,0.8388,0.01957,0.02702,320.12,8.6489,-0.11562,-0.27525,0.04659,0.11562
2017-06-30_cell_23,End of Life,725,0.8374,0.01959,0.02709,319.52,8.6558,-0.11553,-0.27528,0.04668,0.11553
2017-06-30_cell_23,End of Life,730,0.8359,0.01962,0.02718,318.69,8.6629,-0.11543,-0.27535,0.0468,0.11543
2017-06-30_cell_23,End of Life,735,0.8344,0.01964,0.02725,318.12,8.6696,-0.11535,-0.27539,0.04689,0.11535
2017-06-30_cell_23,End of Life,740,0.833,0.01967,0.02735,317.27,8.6765,-0.11525,-0.27547,0.04702,0.11525
2017-06-30_cell_23,End of Life,745,0.8315,0.0197,0.02743,316.58,8.6831,-0.11517,-0.27553,0.04713,0.11517
2017-06-30_cell_23,End of Life,750,0.83,0.01973,0.02753,315.61,8.6897,-0.11508,-0.27563,0.04727,0.11508
2017-06-30_cell_23,End of Life,755,0.8286,0.01975,0.0276,315.03,8.6961,-0.11499,-0.27568,0.04736,0.11499
2017-06-30_cell_23,End of Life,760,0.8271,0.01978,0.02769,314.27,8.7024,-0.11491,-0.27576,0.04747,0.11491
2017-06-30_cell_23,End of Life,765,0.8256,0.0198,0.02776,313.66,8.7086,-0.11483,-0.27581,0.04757,0.11483
2017-06-30_cell_23,End of Life,770,0.8241,0.01983,0.02785,312.93,8.7147,-0.11475,-0.27589,0.04768,0.11475
2017-06-30_cell_23,End of Life,775,0.8226,0.01986,0.02793,312.18,8.7207,-0.11467,-0.27598,0.04779,0.11467
2017-06-30_cell_23,End of Life,780,0.8211,0.01989,0.02803,311.28,8.7265,-0.11459,-0.2761,0.04793,0.11459
2017-06-30_cell_23,End of Life,785,0.8197,0.01991,0.02811,310.68,8.7323,-0.11452,-0.27616,0.04802,0.11452
2017-06-30_cell_23,End of Life,790,0.8182,0.01995,0.0282,309.8,8.7378,-0.11445,-0.27628,0.04815,0.11445
2017-06-30_cell_23,End of Life,795,0.8167,0.01999,0.02832,308.73,8.743,-0.11438,-0.27644,0.04831,0.11438
2017-06-30_cell_23,End of Life,800,0.8152,0.02,0.02839,308.19,8.7485,-0.1143,-0.2765,0.04839,0.1143
2017-06-30_cell_23,End of Life,805,0.8137,0.02002,0.02845,307.66,8.754,-0.11423,-0.27656,0.04848,0.11423
2017-06-30_cell_23,End of Life,810,0.8121,0.02006,0.02857,306.62,8.7588,-0.11417,-0.27673,0.04863,0.11417
2017-06-30_cell_23,End of Life,815,0.8106,0.02008,0.02863,306.17,8.7642,-0.1141,-0.27678,0.0487,0.1141
2017-06-30_cell_23,End of Life,820,0.8091,0.02009,0.02869,305.72,8.7697,-0.11403,-0.27683,0.04878,0.11403
2017-06-30_cell_23,End of Life,825,0.8076,0.02013,0.02879,304.77,8.7741,-0.11397,-0.27699,0.04892,0.11397
2017-06-30_cell_23,End of Life,830,0.8061,0.02015,0.02886,304.18,8.7792,-0.11391,-0.27707,0.04901,0.11391
2017-06-30_cell_23,End of Life,835,0.8046,0.02019,0.02898,303.12,8.7831,-0.11386,-0.27727,0.04916,0.11386
2017-06-30_cell_23,End of Life,840,0.8031,0.02022,0.02907,302.28,8.7873,-0.1138,-0.27741,0.04929,0.1138
2017-06-30_cell_23,End of Life,845,0.8015,0.02026,0.02919,301.19,8.7908,-0.11376,-0.27763,0.04945,0.11376
2017-06-30_cell_23,End of Life,850,0.8,0.02028,0.02925,300.69,8.7956,-0.11369,-0.2777,0.04953,0.11369
2017-06-30_cell_28,Early Life,5,0.9998,0.01589,0.01968,376.72,7.4134,-0.13489,-0.3019,0.03557,0.13489
2017-06-30_cell_28,Early Life,10,0.9994,0.0159,0.0197,376.55,7.4187,-0.1348,-0.30181,0.0356,0.1348
2017-06-30_cell_28,Early Life,15,0.999,0.01591,0.01973,376.36,7.4248,-0.13468,-0.30171,0.03564,0.13468
2017-06-30_cell_28,Early Life,20,0.9985,0.01592,0.01976,376.14,7.4315,-0.13456,-0.3016,0.03567,0.13456
2017-06-30_cell_28,Early Life,25,0.998,0.01592,0.01979,375.91,7.4388,-0.13443,-0.30148,0.03571,0.13443
2017-06-30_cell_28,Early Life,30,0.9975,0.01593,0.01982,375.66,7.4465,-0.13429,-0.30135,0.03576,0.13429
2017-06-30_cell_28,Early Life,35,0.997,0.01594,0.01986,375.4,7.4547,-0.13414,-0.30122,0.0358,0.13414
2017-06-30_cell_28,Early Life,40,0.9964,0.01595,0.01989,375.13,7.4629,-0.134,-0.30109,0.03585,0.134
2017-06-30_cell_28,Early Life,45,0.9958,0.01596,0.01993,374.85,7.4717,-0.13384,-0.30095,0.0359,0.13384
2017-06-30_cell_28,Early Life,50,0.9952,0.01597,0.01997,374.56,7.4806,-0.13368,-0.30081,0.03595,0.13368
2017-06-30_cell_28,Early Life,55,0.9945,0.01599,0.02001,374.27,7.4898,-0.13352,-0.30066,0.036,0.13352
2017-06-30_cell_28,Early Life,60,0.9939,0.016,0.02005,373.95,7.4994,-0.13334,-0.30051,0.03605,0.13334
2017-06-30_cell_28,Early Life,65,0.9932,0.01601,0.0201,373.64,7.5089,-0.13318,-0.30036,0.03611,0.13318
2017-06-30_cell_28,Early Life,70,0.9925,0.01602,0.02014,373.32,7.5188,-0.133,-0.3002,0.03616,0.133
2017-06-30_cell_28,Early Life,75,0.9918,0.01603,0.02019,372.99,7.5288,-0.13282,-0.30004,0.03622,0.13282
2017-06-30_cell_28,Early Life,80,0.9911,0.01605,0.02023,372.65,7.5392,-0.13264,-0.29988,0.03628,0.13264
2017-06-30_cell_28,Early Life,85,0.9904,0.01606,0.02028,372.3,7.5496,-0.13246,-0.29972,0.03634,0.13246
2017-06-30_cell_28,Early Life,90,0.9896,0.01607,0.02033,371.95,7.5602,-0.13227,-0.29955,0.0364,0.13227
2017-06-30_cell_28,Early Life,95,0.9889,0.01608,0.02037,371.61,7.5706,-0.13209,-0.2994,0.03646,0.13209
2017-06-30_cell_28,Early Life,100,0.9881,0.0161,0.02042,371.24,7.5815,-0.1319,-0.29923,0.03652,0.1319
2017-06-30_cell_28,Early Life,105,0.9874,0.01611,0.02047,370.89,7.5923,-0.13171,-0.29907,0.03658,0.13171
2017-06-30_cell_28,Early Life,110,0.9866,0.01613,0.02052,370.51,7.6035,-0.13152,-0.2989,0.03665,0.13152
2017-06-30_cell_28,Early Life,115,0.9858,0.01614,0.02057,370.12,7.6148,-0.13132,-0.29873,0.03671,0.13132
2017-06-30_cell_28,Early Life,120,0.985,0.01615,0.02063,369.73,7.6262,-0.13113,-0.29856,0.03678,0.13113
2017-06-30_cell_28,Early Life,125,0.9841,0.01617,0.02068,369.37,7.6372,-0.13094,-0.29839,0.03684,0.13094
2017-06-30_cell_28,Early Life,130,0.9833,0.01618,0.02073,368.95,7.6491,-0.13073,-0.29822,0.03691,0.13073
2017-06-30_cell_28,Early Life,135,0.9825,0.0162,0.02079,368.55,7.6609,-0.13053,-0.29804,0.03698,0.13053
2017-06-30_cell_28,Early Life,140,0.9816,0.01621,0.02084,368.17,7.6723,-0.13034,-0.29788,0.03705,0.13034
2017-06-30_cell_28,Early Life,145,0.9808,0.01623,0.0209,367.73,7.6845,-0.13013,-0.2977,0.03713,0.13013
2017-06-30_cell_28,Early Life,150,0.9799,0.01624,0.02095,367.38,7.6955,-0.12995,-0.29754,0.03719,0.12995
2017-06-30_cell_28,Early Life,155,0.979,0.01626,0.021,366.97,7.7072,-0.12975,-0.29738,0.03726,0.12975
2017-06-30_cell_28,Early Life,160,0.9781,0.01627,0.02106,366.57,7.7189,-0.12955,-0.29721,0.03733,0.12955
2017-06-30_cell_28,Early Life,165,0.9772,0.01629,0.02112,366.08,7.7321,-0.12933,-0.29702,0.03741,0.12933
2017-06-30_cell_28,Early Life,170,0.9763,0.0163,0.02118,365.67,7.7439,-0.12913,-0.29686,0.03748,0.12913
2017-06-30_cell_28,Early Life,175,0.9754,0.01632,0.02123,365.26,7.7558,-0.12894,-0.29669,0.03755,0.12894
2017-06-30_cell_28,Mid Life,180,0.9745,0.01634,0.02129,364.82,7.7682,-0.12873,-0.29652,0.03763,0.12873
2017-06-30_cell_28,Mid Life,185,0.9736,0.01635,0.02135,364.42,7.7798,-0.12854,-0.29636,0.0377,0.12854
2017-06-30_cell_28,Mid Life,190,0.9727,0.01637,0.02142,363.89,7.7936,-0.12831,-0.29617,0.03779,0.12831
2017-06-30_cell_28,Mid Life,195,0.9717,0.01638,0.02147,363.51,7.805,-0.12812,-0.29602,0.03786,0.12812
2017-06-30_cell_28,Mid Life,200,0.9708,0.0164,0.02153,363.06,7.8174,-0.12792,-0.29585,0.03793,0.12792
2017-06-30_cell_28,Mid Life,205,0.9698,0.01642,0.02159,362.59,7.8301,-0.12771,-0.29568,0.03801,0.12771
2017-06-30_cell_28,Mid Life,210,0.9689,0.01644,0.02166,362.15,7.8424,-0.12751,-0.29552,0.03809,0.12751
2017-06-30_cell_28,Mid Life,215,0.9679,0.01645,0.02172,361.7,7.8548,-0.12731,-0.29536,0.03817,0.12731
2017-06-30_cell_28,Mid Life,220,0.9669,0.01647,0.02178,361.27,7.8668,-0.12712,-0.2952,0.03824,0.12712
2017-06-30_cell_28,Mid Life,225,0.9659,0.01649,0.02184,360.77,7.88,-0.1269,-0.29503,0.03833,0.1269
2017-06-30_cell_28,Mid Life,230,0.9649,0.01651,0.02191,360.26,7.8933,-0.12669,-0.29486,0.03842,0.12669
2017-06-30_cell_28,Mid Life,235,0.964,0.01652,0.02197,359.81,7.9057,-0.12649,-0.2947,0.03849,0.12649
2017-06-30_cell_28,Mid Life,240,0.963,0.01654,0.02204,359.33,7.9184,-0.12629,-0.29454,0.03858,0.12629
2017-06-30_cell_28,Mid Life,245,0.9619,0.01655,0.02209,358.93,7.9299,-0.1261,-0.2944,0.03865,0.1261
2017-06-30_cell_28,Mid Life,250,0.9609,0.01657,0.02216,358.47,7.9423,-0.12591,-0.29425,0.03873,0.12591
2017-06-30_cell_28,Mid Life,255,0.9599,0.01659,0.02222,357.96,7.9555,-0.1257,-0.29408,0.03882,0.1257
2017-06-30_cell_28,Mid Life,260,0.9589,0.01661,0.02229,357.47,7.9683,-0.1255,-0.29393,0.0389,0.1255
2017-06-30_cell_28,Mid Life,265,0.9579,0.01663,0.02236,356.94,7.9816,-0.12529,-0.29377,0.03899,0.12529
2017-06-30_cell_28,Mid Life,270,0.9568,0.01664,0.02242,356.56,7.9926,-0.12512,-0.29364,0.03906,0.12512
2017-06-30_cell_28,Mid Life,275,0.9558,0.01667,0.0225,355.94,8.0073,-0.12489,-0.29346,0.03916,0.12489
2017-06-30_cell_28,Mid Life,280,0.9547,0.01668,0.02256,355.52,8.0189,-0.1247,-0.29332,0.03924,0.1247
2017-06-30_cell_28,Mid Life,285,0.9537,0.0167,0.02262,355.03,8.0315,-0.12451,-0.29318,0.03932,0.12451
2017-06-30_cell_28,Mid Life,290,0.9526,0.01672,0.02269,354.56,8.0438,-0.12432,-0.29304,0.0394,0.12432
2017-06-30_cell_28,Mid Life,295,0.9516,0.01673,0.02275,354.09,8.0561,-0.12413,-0.2929,0.03949,0.12413
2017-06-30_cell_28,Mid Life,300,0.9505,0.01676,0.02283,353.47,8.0704,-0.12391,-0.29273,0.03959,0.12391
2017-06-30_cell_28,Mid Life,305,0.9494,0.01677,0.0229,353.0,8.0826,-0.12372,-0.2926,0.03967,0.12372
2017-06-30_cell_28,Mid Life,310,0.9483,0.01679,0.02296,352.56,8.0944,-0.12354,-0.29247,0.03975,0.12354
2017-06-30_cell_28,Mid Life,315,0.9472,0.01681,0.02303,352.05,8.1071,-0.12335,-0.29233,0.03984,0.12335
2017-06-30_cell_28,Mid Life,320,0.9462,0.01683,0.0231,351.48,8.1204,-0.12315,-0.29218,0.03993,0.12315
2017-06-30_cell_28,Mid Life,325,0.9451,0.01685,0.02318,350.86,8.1344,-0.12293,-0.29203,0.04004,0.12293
2017-06-30_cell_28,Mid Life,330,0.944,0.01687,0.02324,350.45,8.1457,-0.12276,-0.29192,0.04011,0.12276
2017-06-30_cell_28,Mid Life,335,0.9428,0.01689,0.02331,349.99,8.1575,-0.12259,-0.29179,0.04019,0.12259
2017-06-30_cell_28,Mid Life,340,0.9417,0.01691,0.02339,349.4,8.171,-0.12238,-0.29165,0.04029,0.12238
2017-06-30_cell_28,Mid Life,345,0.9406,0.01693,0.02346,348.88,8.1835,-0.1222,-0.29152,0.04038,0.1222
2017-06-30_cell_28,Mid Life,350,0.9395,0.01694,0.02351,348.49,8.1943,-0.12204,-0.29141,0.04046,0.12204
2017-06-30_cell_28,Mid Life,355,0.9384,0.01697,0.0236,347.81,8.2088,-0.12182,-0.29127,0.04057,0.12182
2017-06-30_cell_28,Mid Life,360,0.9372,0.01699,0.02367,347.28,8.2212,-0.12164,-0.29115,0.04066,0.12164
2017-06-30_cell_28,Mid Life,365,0.9361,0.01701,0.02375,346.69,8.2344,-0.12144,-0.29102,0.04076,0.12144
2017-06-30_cell_28,Mid Life,370,0.935,0.01703,0.02383,346.09,8.2477,-0.12125,-0.29089,0.04086,0.12125
2017-06-30_cell_28,Mid Life,375,0.9338,0.01705,0.0239,345.59,8.2596,-0.12107,-0.29078,0.04095,0.12107
2017-06-30_cell_28,Mid Life,380,0.9327,0.01707,0.02396,345.14,8.271,-0.1209,-0.29068,0.04103,0.1209
2017-06-30_cell_28,Mid Life,385,0.9315,0.01708,0.02403,344.65,8.2827,-0.12073,-0.29057,0.04112,0.12073
2017-06-30_cell_28,Mid Life,390,0.9304,0.01711,0.02413,343.86,8.2979,-0.12051,-0.29043,0.04125,0.12051
2017-06-30_cell_28,Mid Life,395,0.9292,0.01713,0.02419,343.48,8.3083,-0.12036,-0.29034,0.04132,0.12036
2017-06-30_cell_28,Mid Life,400,0.928,0.01715,0.02426,342.93,8.3206,-0.12018,-0.29023,0.04141,0.12018
2017-06-30_cell_28,Mid Life,405,0.9269,0.01717,0.02434,342.38,8.3328,-0.12001,-0.29013,0.04151,0.12001
2017-06-30_cell_28,Mid Life,410,0.9257,0.01719,0.02441,341.81,8.3452,-0.11983,-0.29002,0.0416,0.11983
2017-06-30_cell_28,Mid Life,415,0.9245,0.01721,0.02449,341.28,8.3571,-0.11966,-0.28992,0.0417,0.11966
2017-06-30_cell_28,Mid Life,420,0.9233,0.01723,0.02456,340.75,8.3688,-0.11949,-0.28982,0.04179,0.11949
2017-06-30_cell_28,Mid Life,425,0.9221,0.01725,0.02464,340.19,8.3809,-0.11932,-0.28973,0.04189,0.11932
2017-06-30_cell_28,Mid Life,430,0.9209,0.01727,0.02472,339.59,8.3934,-0.11914,-0.28963,0.04199,0.11914
2017-06-30_cell_28,Mid Life,435,0.9197,0.01729,0.02479,339.07,8.405,-0.11898,-0.28954,0.04208,0.11898
